11,0,1.000614,1.000614047050476,166520,1331342.4930689575,0,28960,386452,35667,1500,false
11,10.000163,11.000198,1.000035047531128,1042560,8340187.697012076,0,354760,841129,5127,1500,false
11,1.000614,2.000188,0.9995740056037903,461912,3696870.8462640196,0,127424,385605,634,1500,false
11,11.000198,12.000167,0.9999690055847168,0,0,0,403992,667894,525,1500,false
11,12.000167,13.000167,1,1042560,8340480,0,434400,715928,4855,1500,false
11,13.000167,14.00016,0.9999930262565613,0,0,0,324352,555215,2851,1500,false
11,14.00016,15.000212,1.0000519752502441,1042560,8340046.523994868,0,350416,546676,3620,1500,false
11,15.000212,16.00019,0.9999780058860779,1042560,8340663.445502006,0,370688,580018,2913,1500,false
11,16.00019,17.000167,0.9999769926071167,0,0,0,379376,605864,1536,1500,false
11,17.000167,18.000187,1.0000200271606445,1042560,8340312.96721238,0,382272,622749,1545,1500,false
11,18.000187,19.000256,1.00006902217865,0,0,0,382272,640532,5477,1500,false
11,19.000256,20.000128,0.9998720288276672,1042560,8341547.477609779,0,383720,647625,5948,1500,false
11,2.000188,3.000378,1.000190019607544,1271344,10168819.724866696,0,291048,414410,1498,1500,false
11,3.000378,4.00018,0.9998019933700562,651600,5213832.373377345,0,321456,429528,2335,1500,false
11,4.00018,5.000208,1.0000280141830444,716760,5733919.368933236,0,354760,556265,6818,1500,false
11,5.000208,6.000314,1.0001059770584106,781920,6254697.14559526,0,388064,677705,132,1500,false
11,6.000314,7.000188,0.9998739957809448,847080,6777493.992837719,0,409784,715297,1664,1500,false
11,7.000188,8.000181,0.9999930262565613,0,0,0,431504,757199,12733,1500,false
11,8.000181,9.000199,1.0000180006027222,912240,7297788.635406024,0,472048,824262,109,1500,false
11,9.000199,10.000163,0.9999639987945557,977400,7819481.510760337,0,489424,847883,780,1500,false
13,0,1.000615,1.0006150007247925,166520,1331341.2241821818,0,28960,387251,36444,1500,false
13,10.000165,11.0002,1.000035047531128,0,0,0,567616,841777,4390,1500,false
13,1.000615,2.00019,0.9995750188827515,960024,7683457.324278004,0,199824,387607,1150,1500,false
13,11.0002,12.000169,0.9999690055847168,1172880,9383330.83085251,0,658840,651741,2176,1500,false
13,12.000169,13.000195,1.000025987625122,2621440,20970975.014162887,0,855768,717158,3451,1500,false
13,13.000195,14.000193,0.9999979734420776,1310720,10485781.250043064,0,618296,714414,7538,1500,false
13,14.000193,15.000214,1.000020980834961,1310720,10485540.004615687,0,712416,548601,2822,1500,false
13,15.000214,16.000192,0.9999780058860779,1310720,10485990.630072504,0,783368,581080,1848,1500,false
13,16.000192,17.000169,0.9999769926071167,1310720,10486001.255550662,0,832600,607632,212,1500,false
13,17.000169,18.000189,1.0000200271606445,0,0,0,849976,623098,1709,1500,false
13,18.000189,19.000257,1.000067949295044,2621440,20970095.096821167,0,871696,637793,695,1500,false
13,19.000257,20.00013,0.9998729825019836,0,0,0,876040,645278,1041,1500,false
13,2.00019,3.00038,1.000190019607544,521280,4169447.723179966,0,244712,414789,285,1500,false
13,3.00038,4.000182,0.9998019933700562,521280,4171065.8987018755,0,269328,428350,2958,1500,false
13,4.000182,5.00021,1.0000280141830444,586440,4691388.5745817395,0,296840,552746,10178,1500,false
13,5.00021,6.000317,1.0001070499420166,651600,5212242.029792934,0,325800,678858,81,1500,false
13,6.000317,7.00019,0.9998729825019836,716760,5734808.421017241,0,343176,715482,2324,1500,false
13,7.00019,8.000184,0.9999939799308777,716760,5734114.5197657645,0,360552,751546,2066,1500,false
13,8.000184,9.0002,1.0000159740447998,0,0,0,383720,818664,10434,1500,false
13,9.0002,10.000165,0.9999650120735168,1824480,14596350.696045076,0,474944,847649,202,1500,false
7,0,1.000599,1.0005990266799927,166520,1331362.4783547244,0,28960,385701,34549,1500,false
7,10.000152,11.000185,1.0000330209732056,9175040,73397896.33003195,0,5948384,773929,2398,1500,false
7,1.000599,2.000175,0.9995759725570679,461912,3696863.5716071376,0,127424,385690,245,1500,false
7,11.000185,12.000155,0.999970018863678,9175040,73402520.69097921,0,6290112,664530,246,1500,false
7,12.000155,13.000154,0.9999989867210388,9175040,73400394.37507537,0,5862952,721455,415,1500,false
7,13.000154,14.000149,0.9999949932098389,9175040,73400687.50184001,0,4672696,583343,1922,1500,false
7,14.000149,15.00018,1.0000309944152832,9175040,73398045.0705101,0,4878312,552120,245,1500,false
7,15.00018,16.00016,0.9999799728393555,7864320,62915820.02523473,0,5040488,583945,152,1500,false
7,16.00016,17.000138,0.9999780058860779,7864320,62915943.780435026,0,5172256,607900,96,1500,false
7,17.000138,18.000155,1.0000170469284058,9175040,73399068.77132961,0,5302576,626990,131,1500,false
7,18.000155,19.000225,1.0000699758529663,6553600,52425131.50670595,0,5382216,639046,154,1500,false
7,19.000225,20.000115,0.9998900294303894,9175040,73408392.76276632,0,5453168,647775,91,1500,false
