9 0 1 0,158806 1,26967 0 28,2812 385799 35078 1500 false
9 1 2 0,440514 3,5256 0 124,438 385658 436 1500 false
9 2 3 2,39314 19,1414 0 497,75 410822 4848 1500 false
9 3 4 1,11855 8,95014 0 574,109 449025 15390 1500 false
9 4 5 1,18069 9,44523 0 632,086 544380 10705 1500 false
9 5 6 1,25 9,99894 0 697,133 678993 217 1500 false
9 6 7 1,25 10,0013 0 732,484 719364 12142 1500 false
9 7 8 1,25 10,0001 0 767,836 756088 13269 1500 false
9 8 9 1,25 9,99982 0 842,781 822780 132 1500 false
9 9 10 1,25 10,0004 0 889,445 847713 115 1500 false
9 10 11 1,25 9,99966 0 934,695 853311 1518 1500 false
9 11 12 1,25 10,0003 0 1023,78 667270 97 1500 false
9 12 13 1,25 10 0 1033,68 714722 3426 1500 false
9 13 14 2,5 20,0001 0 806,016 558211 667 1500 false
9 14 15 0 0 0 862,578 547449 1672 1500 false
9 15 16 2,5 20,0004 0 944,594 580441 2063 1500 false
9 16 17 1,25 10,0001 0 1003,98 607739 351 1500 false
9 17 18 1,25 9,99981 0 1028,02 622752 1498 1500 false
9 18 19 2,5 19,9986 0 1057,72 637792 554 1500 false
9 19 20 1,25 10,0013 0 1069,03 648294 84 1500 false
