13 0 1 0,158806 1,26967 0 28,2812 387251 36444 1500 false
13 1 2 0,91555 7,32752 0 195,141 387607 1150 1500 false
13 2 3 0,497131 3,97629 0 238,977 414789 285 1500 false
13 3 4 0,497131 3,97784 0 263,016 428350 2958 1500 false
13 4 5 0,559273 4,47406 0 289,883 552746 10178 1500 false
13 5 6 0,621414 4,97078 0 318,164 678858 81 1500 false
13 6 7 0,683556 5,46914 0 335,133 715482 2324 1500 false
13 7 8 0,683556 5,46848 0 352,102 751546 2066 1500 false
13 8 9 0 0 0 374,727 818664 10434 1500 false
13 9 10 1,73996 13,9202 0 463,812 847649 202 1500 false
13 10 11 0 0 0 554,312 841777 4390 1500 false
13 11 12 1,11855 8,94864 0 643,398 651741 2176 1500 false
13 12 13 2,5 19,9995 0 835,711 717158 3451 1500 false
13 13 14 1,25 10 0 603,805 714414 7538 1500 false
13 14 15 1,25 9,99979 0 695,719 548601 2822 1500 false
13 15 16 1,25 10,0002 0 765,008 581080 1848 1500 false
13 16 17 1,25 10,0002 0 813,086 607632 212 1500 false
13 17 18 0 0 0 830,055 623098 1709 1500 false
13 18 19 2,5 19,9986 0 851,266 637793 695 1500 false
13 19 20 0 0 0 855,508 645278 1041 1500 false
